NO,Row Labels, M ,F,R,L,P,NM,NF,NR,NL,NP
257,KG, Rp309.090,91 ,11,2,688,123,00,0,010,0,048,0,003,0,945,0,254
258,KH, Rp223.000,00 ,10,28,236,20,70,0,007,0,043,0,039,0,324,0,043
259,KI, Rp380.000,00 ,2,121,29,0,00,0,012,0,005,0,167,0,040,0,000
260,KK, Rp156.953,13 ,64,26,700,56,70,0,005,0,304,0,036,0,962,0,117
261,KL, Rp90.000,00 ,1,74,0,0,00,0,002,0,000,0,102,0,000,0,000
262,KLA, Rp207.500,00 ,4,73,28,16,17,0,006,0,014,0,101,0,038,0,033
263,KM, Rp304.875,00 ,16,21,640,55,52,0,010,0,072,0,029,0,879,0,115
264,KMA, Rp145.000,00 ,2,127,0,0,00,0,004,0,005,0,175,0,000,0,000
265,KMN, Rp170.000,00 ,2,311,12,0,00,0,005,0,005,0,429,0,016,0,000
266,KMS, Rp436.666,67 ,3,145,273,118,09,0,014,0,010,0,200,0,375,0,244
267,KN, Rp182.500,00 ,4,114,73,27,39,0,005,0,014,0,157,0,100,0,057
268,KNP, Rp170.000,00 ,1,192,0,0,00,0,005,0,000,0,265,0,000,0,000
269,KP, Rp370.000,00 ,3,53,119,84,15,0,012,0,010,0,073,0,163,0,174
270,KR, Rp268.750,00 ,4,60,636,279,05,0,008,0,014,0,083,0,874,0,577
271,KRT, Rp1.065.000,00 ,2,180,7,0,00,0,035,0,005,0,248,0,010,0,000
272,KS, Rp340.000,00 ,6,390,187,12,05,0,011,0,024,0,538,0,257,0,025
273,KSB, Rp170.000,00 ,1,172,0,0,00,0,005,0,000,0,237,0,000,0,000
274,KSN, Rp170.000,00 ,1,639,0,0,00,0,005,0,000,0,881,0,000,0,000
275,KT, Rp202.000,00 ,5,103,530,251,08,0,006,0,019,0,142,0,728,0,519
276,KWNA, Rp380.000,00 ,1,144,0,0,00,0,012,0,000,0,199,0,000,0,000
277,KWNAS, Rp170.000,00 ,1,190,0,0,00,0,005,0,000,0,262,0,000,0,000
278,KY, Rp380.000,00 ,1,409,0,0,00,0,012,0,000,0,564,0,000,0,000
279,KZ, Rp302.592,59 ,27,198,425,31,35,0,009,0,126,0,273,0,584,0,065
280,LA, Rp583.000,00 ,5,115,597,94,20,0,019,0,019,0,159,0,820,0,195
281,LAL, Rp170.000,00 ,1,62,0,0,00,0,005,0,000,0,086,0,000,0,000
282,LB, Rp980.000,00 ,1,593,0,0,00,0,032,0,000,0,818,0,000,0,000
283,LBA, Rp795.000,00 ,3,445,229,130,81,0,026,0,010,0,614,0,315,0,270
284,LC, Rp380.000,00 ,1,403,0,0,00,0,012,0,000,0,556,0,000,0,000
285,LE, Rp170.000,00 ,1,393,0,0,00,0,005,0,000,0,542,0,000,0,000
286,LHN, Rp140.000,00 ,1,204,0,0,00,0,004,0,000,0,281,0,000,0,000
287,LK, Rp322.500,00 ,6,135,573,92,59,0,010,0,024,0,186,0,787,0,191
288,LKP, Rp170.000,00 ,1,213,0,0,00,0,005,0,000,0,294,0,000,0,000
289,LL, Rp140.000,00 ,1,338,0,0,00,0,004,0,000,0,466,0,000,0,000
290,LN, Rp220.000,00 ,1,507,0,0,00,0,007,0,000,0,699,0,000,0,000
291,LNF, Rp90.000,00 ,1,512,0,0,00,0,002,0,000,0,706,0,000,0,000
292,LRY, Rp380.000,00 ,1,74,0,0,00,0,012,0,000,0,102,0,000,0,000
293,LZ, Rp129.600,00 ,3,210,77,24,75,0,004,0,010,0,290,0,106,0,051
294,MA, Rp453.094,59 ,74,18,710,10,69,0,015,0,353,0,025,0,975,0,022
295,MA1, Rp875.000,00 ,2,690,7,0,00,0,029,0,005,0,952,0,010,0,000
